,run,round,hold_1,hold_2,score_1,score_2
1758,587,1,"['sashimi', 'sashimi', 'maki roll 2', 'sashimi', 'pudding', 'pudding', 'sashimi', 'tempura', 'tempura', 'sashimi']","['pudding', 'tempura', 'maki roll 2', 'maki roll 3', 'sashimi', 'tempura', 'dumpling', 'pudding', 'pudding', 'dumpling']",18,11
1759,587,2,"['pudding', 'pudding', 'maki roll 3', 'maki roll 3', 'maki roll 3', 'sashimi', 'maki roll 1', 'maki roll 1', 'maki roll 3', 'maki roll 2', 'tempura', 'dumpling']","['pudding', 'pudding', 'pudding', 'dumpling', 'dumpling', 'maki roll 3', 'pudding', 'maki roll 3', 'salmon nigiri', 'tempura', 'chopsticks', 'squid nigiri', 'tempura']",25,27
1760,587,3,"['pudding', 'pudding', 'salmon nigiri', 'wasabi', 'sashimi', 'salmon nigiri', 'dumpling', 'dumpling', 'maki roll 2', 'squid nigiri', 'salmon nigiri', 'egg nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'pudding', 'chopsticks', 'maki roll 1', 'wasabi', 'maki roll 2', 'wasabi', 'dumpling', 'wasabi', 'pudding']",35,37
1761,588,1,"['egg nigiri', 'dumpling', 'pudding', 'dumpling', 'salmon nigiri', 'tempura', 'dumpling', 'dumpling', 'dumpling', 'maki roll 3']","['wasabi', 'tempura', 'chopsticks', 'maki roll 1', 'sashimi', 'tempura', 'sashimi', 'tempura', 'sashimi', 'maki roll 3']",21,18
1762,588,2,"['pudding', 'tempura', 'tempura', 'dumpling', 'salmon nigiri', 'squid nigiri', 'maki roll 1', 'maki roll 2', 'salmon nigiri', 'wasabi', 'tempura']","['wasabi', 'tempura', 'pudding', 'dumpling', 'salmon nigiri', 'maki roll 2', 'pudding', 'sashimi', 'maki roll 3', 'egg nigiri']",37,25
1763,588,3,"['pudding', 'maki roll 2', 'sashimi', 'wasabi', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'pudding', 'maki roll 1', 'maki roll 2', 'tempura']","['pudding', 'pudding', 'tempura', 'tempura', 'dumpling', 'dumpling', 'sashimi', 'sashimi', 'sashimi', 'maki roll 2', 'egg nigiri', 'tempura']",46,50
1764,589,1,"['sashimi', 'sashimi', 'pudding', 'egg nigiri', 'sashimi', 'salmon nigiri', 'dumpling', 'maki roll 3', 'maki roll 2', 'tempura']","['sashimi', 'tempura', 'pudding', 'tempura', 'pudding', 'dumpling', 'salmon nigiri', 'dumpling', 'dumpling', 'tempura']",20,16
1765,589,2,"['pudding', 'sashimi', 'squid nigiri', 'sashimi', 'chopsticks', 'pudding', 'maki roll 2', 'tempura', 'pudding', 'tempura', 'pudding']","['pudding', 'pudding', 'sashimi', 'tempura', 'maki roll 2', 'tempura', 'maki roll 2', 'egg nigiri', 'chopsticks', 'tempura', 'squid nigiri', 'sashimi']",31,28
1766,589,3,"['pudding', 'pudding', 'pudding', 'pudding', 'dumpling', 'maki roll 3', 'wasabi', 'maki roll 1', 'tempura', 'salmon nigiri', 'wasabi', 'maki roll 2', 'maki roll 3', 'pudding']","['pudding', 'pudding', 'maki roll 2', 'wasabi', 'pudding', 'maki roll 2', 'pudding', 'maki roll 3', 'tempura', 'sashimi', 'dumpling', 'squid nigiri']",46,29
1767,590,1,"['wasabi', 'squid nigiri', 'sashimi', 'egg nigiri', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'wasabi', 'egg nigiri', 'salmon nigiri']","['tempura', 'dumpling', 'tempura', 'maki roll 1', 'dumpling', 'sashimi', 'pudding', 'squid nigiri', 'maki roll 1', 'sashimi']",14,14
1768,590,2,"['pudding', 'dumpling', 'salmon nigiri', 'maki roll 2', 'pudding', 'dumpling', 'squid nigiri', 'pudding', 'sashimi', 'salmon nigiri']","['pudding', 'dumpling', 'maki roll 2', 'maki roll 2', 'chopsticks', 'maki roll 3', 'maki roll 1', 'sashimi', 'tempura', 'salmon nigiri', 'maki roll 3']",27,20
1769,590,3,"['pudding', 'pudding', 'pudding', 'tempura', 'egg nigiri', 'pudding', 'dumpling', 'maki roll 3', 'maki roll 1', 'maki roll 3', 'pudding', 'sashimi', 'egg nigiri']","['pudding', 'dumpling', 'maki roll 2', 'dumpling', 'maki roll 2', 'wasabi', 'tempura', 'pudding', 'pudding', 'tempura', 'wasabi']",42,25
1770,591,1,"['sashimi', 'maki roll 1', 'salmon nigiri', 'maki roll 2', 'wasabi', 'maki roll 2', 'salmon nigiri', 'sashimi', 'tempura', 'maki roll 2']","['dumpling', 'sashimi', 'sashimi', 'dumpling', 'squid nigiri', 'sashimi', 'egg nigiri', 'maki roll 3', 'maki roll 2', 'maki roll 2']",7,20
1771,591,2,"['chopsticks', 'dumpling', 'squid nigiri', 'tempura', 'dumpling', 'dumpling', 'tempura', 'tempura', 'wasabi', 'tempura']","['sashimi', 'pudding', 'pudding', 'chopsticks', 'maki roll 3', 'sashimi', 'salmon nigiri', 'dumpling', 'chopsticks', 'maki roll 2']",29,26
1772,591,3,"['sashimi', 'egg nigiri', 'salmon nigiri', 'pudding', 'salmon nigiri', 'maki roll 3', 'maki roll 3', 'pudding', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'pudding', 'salmon nigiri', 'pudding', 'tempura', 'tempura', 'squid nigiri', 'maki roll 2', 'dumpling', 'maki roll 2', 'salmon nigiri']",36,48
1773,592,1,"['salmon nigiri', 'maki roll 1', 'maki roll 3', 'pudding', 'sashimi', 'tempura', 'pudding', 'dumpling', 'tempura', 'chopsticks']","['dumpling', 'salmon nigiri', 'dumpling', 'pudding', 'maki roll 2', 'sashimi', 'salmon nigiri', 'chopsticks', 'pudding', 'sashimi']",14,10
1774,592,2,"['pudding', 'pudding', 'sashimi', 'maki roll 3', 'squid nigiri', 'dumpling', 'dumpling', 'dumpling', 'squid nigiri', 'egg nigiri', 'squid nigiri', 'maki roll 1']","['pudding', 'pudding', 'salmon nigiri', 'maki roll 1', 'dumpling', 'tempura', 'maki roll 3', 'dumpling', 'maki roll 2', 'maki roll 3', 'maki roll 2', 'tempura']",33,23
1775,592,3,"['pudding', 'pudding', 'wasabi', 'maki roll 1', 'tempura', 'wasabi', 'dumpling', 'maki roll 3', 'maki roll 2', 'sashimi', 'maki roll 2', 'wasabi']","['pudding', 'pudding', 'maki roll 1', 'tempura', 'wasabi', 'dumpling', 'pudding', 'dumpling', 'pudding', 'dumpling', 'pudding', 'salmon nigiri']",34,40
1776,593,1,"['sashimi', 'maki roll 2', 'tempura', 'maki roll 2', 'pudding', 'squid nigiri', 'wasabi', 'sashimi', 'wasabi', 'salmon nigiri']","['maki roll 2', 'sashimi', 'salmon nigiri', 'sashimi', 'pudding', 'wasabi', 'sashimi', 'maki roll 1', 'dumpling', 'chopsticks']",11,16
1777,593,2,"['pudding', 'dumpling', 'dumpling', 'maki roll 2', 'tempura', 'maki roll 3', 'tempura', 'dumpling', 'salmon nigiri', 'dumpling', 'pudding']","['pudding', 'maki roll 3', 'tempura', 'salmon nigiri', 'pudding', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'pudding', 'tempura', 'maki roll 1']",31,28
1778,593,3,"['pudding', 'pudding', 'pudding', 'chopsticks', 'egg nigiri', 'sashimi', 'egg nigiri', 'salmon nigiri', 'sashimi', 'sashimi', 'maki roll 3', 'pudding']","['pudding', 'pudding', 'pudding', 'tempura', 'tempura', 'maki roll 2', 'tempura', 'chopsticks', 'chopsticks', 'tempura', 'sashimi', 'maki roll 3', 'maki roll 1']",54,35
1779,594,1,"['egg nigiri', 'salmon nigiri', 'sashimi', 'egg nigiri', 'maki roll 2', 'pudding', 'maki roll 1', 'sashimi', 'wasabi', 'tempura']","['pudding', 'maki roll 1', 'sashimi', 'maki roll 2', 'dumpling', 'squid nigiri', 'salmon nigiri', 'pudding', 'pudding', 'pudding']",7,9
1780,594,2,"['pudding', 'tempura', 'maki roll 3', 'tempura', 'salmon nigiri', 'sashimi', 'maki roll 2', 'dumpling', 'maki roll 2', 'maki roll 2', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'dumpling', 'tempura', 'maki roll 3', 'sashimi', 'squid nigiri', 'maki roll 3']",20,18
1781,594,3,"['pudding', 'tempura', 'egg nigiri', 'maki roll 3', 'sashimi', 'wasabi', 'salmon nigiri', 'tempura', 'tempura', 'maki roll 2', 'egg nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'dumpling', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'dumpling', 'maki roll 2', 'sashimi', 'dumpling', 'squid nigiri', 'tempura']",29,40
1782,595,1,"['wasabi', 'wasabi', 'maki roll 2', 'pudding', 'maki roll 2', 'tempura', 'salmon nigiri', 'pudding', 'pudding', 'maki roll 2']","['squid nigiri', 'maki roll 3', 'squid nigiri', 'maki roll 2', 'maki roll 1', 'tempura', 'salmon nigiri', 'tempura', 'pudding', 'tempura']",5,16
1783,595,2,"['pudding', 'pudding', 'pudding', 'chopsticks', 'sashimi', 'maki roll 3', 'salmon nigiri', 'sashimi', 'maki roll 2', 'sashimi', 'sashimi', 'pudding', 'tempura']","['pudding', 'sashimi', 'pudding', 'sashimi', 'salmon nigiri', 'sashimi', 'tempura', 'tempura', 'maki roll 1', 'salmon nigiri', 'dumpling']",23,39
1784,595,3,"['pudding', 'pudding', 'pudding', 'pudding', 'salmon nigiri', 'dumpling', 'wasabi', 'sashimi', 'sashimi', 'maki roll 1', 'egg nigiri', 'pudding', 'maki roll 1', 'squid nigiri']","['pudding', 'pudding', 'maki roll 2', 'tempura', 'dumpling', 'sashimi', 'chopsticks', 'sashimi', 'maki roll 1', 'dumpling', 'squid nigiri', 'egg nigiri']",39,43
1785,596,1,"['maki roll 1', 'salmon nigiri', 'pudding', 'egg nigiri', 'tempura', 'dumpling', 'pudding', 'tempura', 'sashimi', 'tempura']","['tempura', 'salmon nigiri', 'salmon nigiri', 'dumpling', 'maki roll 1', 'chopsticks', 'sashimi', 'sashimi', 'sashimi', 'maki roll 2']",12,18
1786,596,2,"['pudding', 'pudding', 'salmon nigiri', 'egg nigiri', 'squid nigiri', 'maki roll 1', 'squid nigiri', 'pudding', 'salmon nigiri', 'maki roll 3', 'sashimi', 'maki roll 3']","['tempura', 'squid nigiri', 'maki roll 2', 'pudding', 'dumpling', 'egg nigiri', 'egg nigiri', 'tempura', 'wasabi', 'maki roll 3']",29,32
1787,596,3,"['pudding', 'pudding', 'pudding', 'wasabi', 'sashimi', 'sashimi', 'pudding', 'tempura', 'dumpling', 'maki roll 2', 'dumpling', 'tempura', 'dumpling']","['pudding', 'maki roll 1', 'salmon nigiri', 'chopsticks', 'maki roll 2', 'maki roll 1', 'dumpling', 'squid nigiri', 'pudding', 'wasabi', 'dumpling']",49,37
1788,597,1,"['sashimi', 'tempura', 'wasabi', 'sashimi', 'maki roll 1', 'chopsticks', 'tempura', 'tempura', 'maki roll 3', 'tempura']","['maki roll 3', 'maki roll 1', 'dumpling', 'dumpling', 'wasabi', 'maki roll 2', 'sashimi', 'maki roll 2', 'tempura', 'maki roll 1']",13,6
1789,597,2,"['maki roll 3', 'sashimi', 'maki roll 2', 'maki roll 2', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'wasabi', 'tempura', 'sashimi']","['egg nigiri', 'sashimi', 'sashimi', 'sashimi', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'maki roll 3']",19,25
1790,597,3,"['sashimi', 'salmon nigiri', 'tempura', 'salmon nigiri', 'maki roll 1', 'sashimi', 'pudding', 'salmon nigiri', 'squid nigiri', 'squid nigiri']","['wasabi', 'pudding', 'chopsticks', 'dumpling', 'salmon nigiri', 'pudding', 'dumpling', 'dumpling', 'salmon nigiri', 'tempura']",31,44
1791,598,1,"['dumpling', 'tempura', 'sashimi', 'dumpling', 'pudding', 'dumpling', 'wasabi', 'maki roll 2', 'sashimi', 'tempura']","['maki roll 2', 'tempura', 'squid nigiri', 'tempura', 'squid nigiri', 'tempura', 'maki roll 3', 'salmon nigiri', 'wasabi', 'maki roll 1']",14,16
1792,598,2,"['pudding', 'dumpling', 'sashimi', 'pudding', 'wasabi', 'chopsticks', 'dumpling', 'tempura', 'maki roll 2', 'wasabi', 'pudding']","['salmon nigiri', 'maki roll 3', 'dumpling', 'squid nigiri', 'maki roll 2', 'tempura', 'maki roll 2', 'squid nigiri', 'salmon nigiri', 'egg nigiri']",20,31
1793,598,3,"['pudding', 'pudding', 'pudding', 'tempura', 'dumpling', 'dumpling', 'sashimi', 'maki roll 3', 'pudding', 'wasabi', 'maki roll 2', 'maki roll 2', 'maki roll 3']","['salmon nigiri', 'maki roll 1', 'maki roll 1', 'salmon nigiri', 'sashimi', 'dumpling', 'sashimi', 'salmon nigiri', 'maki roll 2', 'wasabi']",35,35
1794,599,1,"['tempura', 'dumpling', 'sashimi', 'maki roll 3', 'squid nigiri', 'squid nigiri', 'maki roll 2', 'salmon nigiri', 'maki roll 2', 'dumpling']","['sashimi', 'maki roll 2', 'pudding', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'squid nigiri', 'salmon nigiri', 'pudding', 'sashimi']",17,12
1795,599,2,"['chopsticks', 'tempura', 'dumpling', 'salmon nigiri', 'dumpling', 'tempura', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'chopsticks']","['pudding', 'pudding', 'maki roll 1', 'tempura', 'sashimi', 'maki roll 3', 'salmon nigiri', 'maki roll 2', 'pudding', 'maki roll 1', 'dumpling', 'wasabi']",30,18
1796,599,3,"['pudding', 'egg nigiri', 'tempura', 'sashimi', 'egg nigiri', 'pudding', 'pudding', 'sashimi', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'egg nigiri', 'tempura', 'maki roll 3', 'sashimi', 'egg nigiri', 'maki roll 3', 'pudding', 'maki roll 2', 'dumpling']",36,30
1797,600,1,"['pudding', 'salmon nigiri', 'sashimi', 'maki roll 3', 'maki roll 1', 'chopsticks', 'dumpling', 'wasabi', 'dumpling', 'salmon nigiri']","['chopsticks', 'wasabi', 'egg nigiri', 'maki roll 2', 'pudding', 'dumpling', 'salmon nigiri', 'pudding', 'sashimi', 'sashimi']",13,7
1798,600,2,"['pudding', 'pudding', 'sashimi', 'squid nigiri', 'maki roll 2', 'dumpling', 'salmon nigiri', 'pudding', 'squid nigiri', 'squid nigiri', 'dumpling']","['pudding', 'pudding', 'tempura', 'maki roll 1', 'maki roll 3', 'wasabi', 'wasabi', 'pudding', 'pudding', 'squid nigiri', 'tempura', 'tempura']",30,18
1799,600,3,"['pudding', 'pudding', 'pudding', 'wasabi', 'dumpling', 'maki roll 3', 'sashimi', 'dumpling', 'maki roll 3', 'maki roll 3', 'dumpling', 'maki roll 3', 'pudding']","['pudding', 'pudding', 'pudding', 'pudding', 'maki roll 2', 'maki roll 2', 'salmon nigiri', 'maki roll 2', 'sashimi', 'salmon nigiri', 'tempura', 'maki roll 2', 'tempura', 'maki roll 1']",45,33
1800,601,1,"['sashimi', 'dumpling', 'maki roll 2', 'pudding', 'maki roll 2', 'sashimi', 'sashimi', 'chopsticks', 'maki roll 3', 'pudding']","['maki roll 2', 'squid nigiri', 'dumpling', 'dumpling', 'tempura', 'chopsticks', 'wasabi', 'tempura', 'sashimi', 'tempura']",17,14
1801,601,2,"['pudding', 'pudding', 'maki roll 3', 'dumpling', 'maki roll 2', 'tempura', 'wasabi', 'wasabi', 'sashimi', 'dumpling', 'sashimi', 'chopsticks']","['salmon nigiri', 'sashimi', 'dumpling', 'dumpling', 'tempura', 'sashimi', 'salmon nigiri', 'chopsticks', 'tempura', 'tempura']",26,29
1802,601,3,"['pudding', 'pudding', 'maki roll 1', 'pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'sashimi', 'maki roll 3', 'salmon nigiri', 'pudding']","['dumpling', 'maki roll 2', 'tempura', 'maki roll 1', 'wasabi', 'pudding', 'dumpling', 'egg nigiri', 'sashimi', 'maki roll 3']",37,30
1803,602,1,"['chopsticks', 'sashimi', 'maki roll 2', 'tempura', 'maki roll 3', 'maki roll 1', 'chopsticks', 'maki roll 1', 'sashimi', 'maki roll 1']","['squid nigiri', 'maki roll 1', 'sashimi', 'tempura', 'chopsticks', 'squid nigiri', 'pudding', 'squid nigiri', 'tempura', 'sashimi']",6,17
1804,602,2,"['dumpling', 'maki roll 3', 'sashimi', 'salmon nigiri', 'maki roll 3', 'dumpling', 'tempura', 'maki roll 2', 'squid nigiri', 'egg nigiri']","['pudding', 'egg nigiri', 'dumpling', 'salmon nigiri', 'maki roll 3', 'dumpling', 'dumpling', 'pudding', 'tempura', 'sashimi', 'dumpling']",21,33
1805,602,3,"['sashimi', 'chopsticks', 'wasabi', 'sashimi', 'maki roll 3', 'tempura', 'maki roll 1', 'pudding', 'maki roll 3', 'tempura']","['pudding', 'pudding', 'dumpling', 'dumpling', 'dumpling', 'squid nigiri', 'maki roll 2', 'pudding', 'tempura', 'dumpling', 'tempura', 'salmon nigiri']",26,62
1806,603,1,"['salmon nigiri', 'maki roll 2', 'salmon nigiri', 'pudding', 'maki roll 2', 'pudding', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'maki roll 2']","['dumpling', 'squid nigiri', 'maki roll 2', 'pudding', 'pudding', 'sashimi', 'tempura', 'squid nigiri', 'pudding', 'squid nigiri']",12,13
1807,603,2,"['pudding', 'pudding', 'tempura', 'sashimi', 'dumpling', 'sashimi', 'maki roll 3', 'wasabi', 'maki roll 3', 'salmon nigiri', 'dumpling', 'wasabi']","['pudding', 'pudding', 'pudding', 'chopsticks', 'egg nigiri', 'sashimi', 'sashimi', 'tempura', 'tempura', 'sashimi', 'dumpling', 'squid nigiri', 'maki roll 3']",23,36
1808,603,3,"['pudding', 'pudding', 'maki roll 3', 'sashimi', 'chopsticks', 'tempura', 'dumpling', 'maki roll 3', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'sashimi']","['pudding', 'pudding', 'pudding', 'sashimi', 'tempura', 'maki roll 1', 'dumpling', 'wasabi', 'tempura', 'maki roll 1', 'sashimi', 'tempura', 'maki roll 2']",26,51
1809,604,1,"['sashimi', 'pudding', 'dumpling', 'sashimi', 'wasabi', 'salmon nigiri', 'wasabi', 'squid nigiri', 'dumpling', 'wasabi']","['wasabi', 'tempura', 'pudding', 'maki roll 2', 'dumpling', 'tempura', 'sashimi', 'salmon nigiri', 'sashimi', 'squid nigiri']",11,14
1810,604,2,"['pudding', 'pudding', 'maki roll 1', 'tempura', 'maki roll 3', 'pudding', 'maki roll 2', 'sashimi', 'salmon nigiri', 'squid nigiri', 'dumpling']","['pudding', 'maki roll 2', 'sashimi', 'dumpling', 'chopsticks', 'dumpling', 'tempura', 'maki roll 2', 'tempura', 'chopsticks', 'maki roll 3']",20,25
1811,604,3,"['pudding', 'pudding', 'pudding', 'sashimi', 'dumpling', 'sashimi', 'chopsticks', 'maki roll 3', 'tempura', 'egg nigiri', 'sashimi', 'pudding', 'egg nigiri']","['pudding', 'maki roll 2', 'maki roll 3', 'tempura', 'maki roll 1', 'maki roll 2', 'dumpling', 'egg nigiri', 'maki roll 3', 'chopsticks', 'maki roll 2']",42,24
1812,605,1,"['squid nigiri', 'pudding', 'sashimi', 'maki roll 2', 'sashimi', 'maki roll 2', 'maki roll 2', 'chopsticks', 'maki roll 2', 'tempura']","['salmon nigiri', 'sashimi', 'salmon nigiri', 'tempura', 'chopsticks', 'sashimi', 'salmon nigiri', 'egg nigiri', 'sashimi', 'pudding']",9,20
1813,605,2,"['pudding', 'dumpling', 'chopsticks', 'maki roll 3', 'sashimi', 'salmon nigiri', 'tempura', 'sashimi', 'tempura', 'dumpling', 'tempura']","['pudding', 'pudding', 'pudding', 'egg nigiri', 'pudding', 'dumpling', 'pudding', 'salmon nigiri', 'maki roll 2', 'sashimi', 'sashimi']",25,27
1814,605,3,"['pudding', 'maki roll 3', 'sashimi', 'dumpling', 'maki roll 1', 'pudding', 'tempura', 'tempura', 'dumpling', 'egg nigiri', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'dumpling', 'sashimi', 'maki roll 1', 'maki roll 3', 'dumpling', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'maki roll 2', 'squid nigiri']",34,43
1815,606,1,"['salmon nigiri', 'maki roll 2', 'dumpling', 'salmon nigiri', 'pudding', 'tempura', 'salmon nigiri', 'maki roll 2', 'pudding', 'egg nigiri']","['sashimi', 'egg nigiri', 'dumpling', 'tempura', 'egg nigiri', 'dumpling', 'dumpling', 'tempura', 'maki roll 1', 'sashimi']",14,16
1816,606,2,"['pudding', 'pudding', 'maki roll 3', 'wasabi', 'wasabi', 'maki roll 3', 'chopsticks', 'sashimi', 'wasabi', 'maki roll 3', 'sashimi', 'dumpling']","['maki roll 2', 'sashimi', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'chopsticks', 'squid nigiri', 'wasabi', 'tempura', 'tempura']",21,32
1817,606,3,"['pudding', 'pudding', 'chopsticks', 'tempura', 'maki roll 2', 'maki roll 3', 'dumpling', 'maki roll 2', 'dumpling', 'egg nigiri', 'pudding', 'dumpling']","['chopsticks', 'dumpling', 'maki roll 1', 'sashimi', 'squid nigiri', 'salmon nigiri', 'sashimi', 'sashimi', 'maki roll 2', 'maki roll 1']",40,45
1818,607,1,"['salmon nigiri', 'dumpling', 'maki roll 3', 'salmon nigiri', 'egg nigiri', 'dumpling', 'squid nigiri', 'pudding', 'sashimi', 'dumpling']","['salmon nigiri', 'salmon nigiri', 'egg nigiri', 'maki roll 1', 'sashimi', 'dumpling', 'maki roll 3', 'tempura', 'sashimi', 'tempura']",17,14
1819,607,2,"['pudding', 'dumpling', 'wasabi', 'maki roll 2', 'dumpling', 'squid nigiri', 'pudding', 'maki roll 2', 'wasabi', 'pudding', 'maki roll 3']","['egg nigiri', 'sashimi', 'maki roll 3', 'salmon nigiri', 'chopsticks', 'egg nigiri', 'tempura', 'tempura', 'dumpling', 'maki roll 2']",29,27
1820,607,3,"['pudding', 'pudding', 'pudding', 'salmon nigiri', 'dumpling', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'wasabi', 'maki roll 3', 'dumpling', 'maki roll 2', 'pudding']","['sashimi', 'wasabi', 'maki roll 2', 'sashimi', 'maki roll 2', 'pudding', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 2']",45,34
1821,608,1,"['tempura', 'pudding', 'maki roll 2', 'squid nigiri', 'maki roll 2', 'pudding', 'maki roll 2', 'maki roll 2', 'tempura', 'tempura']","['wasabi', 'wasabi', 'wasabi', 'maki roll 2', 'egg nigiri', 'maki roll 2', 'squid nigiri', 'salmon nigiri', 'squid nigiri', 'sashimi']",14,12
1822,608,2,"['pudding', 'pudding', 'maki roll 1', 'maki roll 2', 'sashimi', 'tempura', 'salmon nigiri', 'pudding', 'salmon nigiri', 'tempura', 'dumpling', 'maki roll 3']","['chopsticks', 'chopsticks', 'pudding', 'sashimi', 'tempura', 'maki roll 3', 'tempura', 'tempura', 'maki roll 3', 'dumpling']",27,21
1823,608,3,"['pudding', 'pudding', 'pudding', 'maki roll 1', 'tempura', 'sashimi', 'chopsticks', 'maki roll 3', 'egg nigiri', 'dumpling', 'egg nigiri', 'dumpling', 'dumpling']","['pudding', 'pudding', 'maki roll 2', 'maki roll 3', 'dumpling', 'maki roll 3', 'sashimi', 'pudding', 'tempura', 'sashimi', 'salmon nigiri']",41,30
1824,609,1,"['squid nigiri', 'tempura', 'maki roll 3', 'salmon nigiri', 'sashimi', 'egg nigiri', 'wasabi', 'squid nigiri', 'maki roll 3', 'sashimi']","['maki roll 3', 'pudding', 'wasabi', 'sashimi', 'maki roll 2', 'wasabi', 'salmon nigiri', 'egg nigiri', 'sashimi', 'dumpling']",15,7
1825,609,2,"['maki roll 1', 'sashimi', 'dumpling', 'maki roll 2', 'sashimi', 'pudding', 'maki roll 2', 'pudding', 'tempura', 'tempura']","['pudding', 'maki roll 1', 'tempura', 'salmon nigiri', 'salmon nigiri', 'wasabi', 'salmon nigiri', 'dumpling', 'maki roll 2', 'wasabi', 'sashimi']",27,17
1826,609,3,"['pudding', 'pudding', 'maki roll 1', 'sashimi', 'dumpling', 'maki roll 1', 'dumpling', 'dumpling', 'salmon nigiri', 'egg nigiri', 'squid nigiri', 'pudding']","['pudding', 'sashimi', 'tempura', 'dumpling', 'squid nigiri', 'maki roll 1', 'dumpling', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'maki roll 1']",48,23
1827,610,1,"['dumpling', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'sashimi', 'sashimi', 'pudding', 'dumpling', 'maki roll 2']","['dumpling', 'salmon nigiri', 'tempura', 'maki roll 2', 'maki roll 3', 'maki roll 2', 'dumpling', 'chopsticks', 'tempura', 'salmon nigiri']",10,15
